0,1,2,3
-439.93063,-24.758343,-127.24695,-0.099731624
-457.73935,130.2083,13.684261,11.299172
-381.5856,57.58412,-37.89745,-19.883732
-336.84012,66.301895,-63.059074,-6.6949816
-348.22083,113.3624,-97.34846,60.083855
-401.52383,3.9137075,-31.476252,-17.993792
-232.02753,22.723083,-30.693134,18.787317
-386.89777,62.917248,-28.399477,10.8906765
-269.54892,64.53139,-18.778128,18.970713
-377.18973,103.81047,0.719296,24.392895
-534.6099,61.15564,-6.669792,18.497763
-360.4133,64.5829,-59.34197,-11.812452
-274.27243,23.473375,-47.194447,5.9759245
-501.14218,88.31557,0.898055,15.233235
-250.10748,71.86731,-53.853996,-23.360487
-267.75168,73.361336,15.315645,7.3228755
-306.27878,103.8172,-44.626266,8.078978
-495.52682,58.738983,-10.393932,16.03237
-449.71677,50.154354,61.468193,29.210913
-367.06757,41.709843,-10.658737,2.059729
-325.40906,69.51384,-63.68054,-8.960216
-200.47096,-40.103554,-83.640465,4.005296
-217.32217,101.07104,-7.373435,-2.1991234
-430.6739,11.393692,-44.910084,10.555917
-161.33337,-37.698147,-107.18819,8.04413
-453.82382,39.68299,55.32725,29.129831
-128.60344,72.381836,-13.459834,17.39541
-160.15169,-42.92818,-115.134056,4.4952674
-201.10829,106.78014,-15.653109,22.842016
-274.55322,123.38163,-61.741856,-19.233519
-479.5652,80.30597,20.788132,26.261648
-295.51144,45.225014,-49.93212,-7.2962093
-326.6327,69.6662,-4.892202,-1.120024
-265.2867,68.32758,-16.08143,4.750637
-690.52155,54.014923,6.182271,24.486403
-496.76263,92.46266,17.161032,29.70903
-293.74847,48.720264,-64.06339,15.98257
-386.71985,41.03756,-22.439919,-9.014658
-483.82376,33.61321,-3.7531912,21.740768
-452.40283,48.319332,61.581985,29.789051
-329.95047,67.60254,-36.851856,-5.7053976
-461.50534,52.36733,-51.36483,-4.839531
-539.2505,106.912575,13.751364,19.67795
-434.41812,97.32803,8.636826,23.832273
-307.79172,96.93639,-4.9436803,-4.9259324
-495.66028,69.6013,-26.6818,-14.533718
-422.07428,37.91297,47.639427,27.724428
-216.86055,127.041046,-63.28544,15.107495
-421.6189,90.44028,46.50244,27.27835
-310.06134,81.80002,-83.13501,-9.815399
-249.86774,122.47494,-29.0664,25.12478
-256.07678,129.21529,-51.94769,19.278765
-455.46725,42.26707,58.943222,30.023102
-477.19888,119.37665,19.545097,14.006742
-309.45944,117.46686,5.642587,22.540518
-263.1848,-5.3581705,-131.84192,-18.249945
-192.37175,-10.477081,-31.302116,1.8420731
-300.16718,88.64953,-17.14623,-6.3145423
-416.96207,46.794006,48.226974,28.380526
-594.91034,42.306976,9.742882,16.146566
-457.9517,40.049965,-21.932009,9.877601
-178.20949,130.9189,-59.41956,-11.847792
-451.44598,49.45501,62.106396,29.829254
-257.43884,77.50339,-79.41955,4.0498276
-471.19363,101.47061,-18.843739,34.25019
-568.5968,27.407892,-10.140217,30.64599
-221.81444,124.85163,-48.375668,4.56712
-348.8213,72.86992,-74.83355,26.219604
-232.72954,47.008434,-22.697046,-0.12663366
-352.8936,37.43617,-2.0908291,21.803007
-266.95648,139.18376,-47.704865,17.796932
-143.07927,81.39705,-54.208122,-23.088692
-302.65042,62.584957,-60.92085,-14.716209
-270.19986,87.92926,-24.187063,-6.8596797
-413.65823,113.62229,23.200672,-7.146102
-507.99246,77.46486,-2.2280064,15.314279
-246.45605,13.575401,-33.726807,4.5263762
-267.32275,130.36226,-39.181866,20.064157
-341.4637,155.69427,-4.3633733,17.516407
-314.27783,75.4839,-59.35979,-6.1948366
-232.3034,81.53669,-68.18382,-25.742147
-475.00586,72.3219,-27.70275,-1.4481006
-325.84137,63.667336,-24.821117,-4.5672274
-391.57498,46.088543,-46.575035,0.27072933
-355.9776,86.053986,-41.4785,0.11679589
-164.80827,101.902084,-52.71396,-25.10101
-286.8815,47.208324,-9.309177,-7.261679
-247.23518,44.586807,-43.82163,12.290404
-265.79224,63.56935,-51.66125,-39.20066
-280.10617,-6.834228,-101.020645,-11.969074
-205.39131,48.761337,-94.31764,-28.928745
-243.59459,98.26463,-40.77453,3.9873283
-295.32535,82.14724,-54.850266,17.70919
-227.10445,50.359055,-130.1277,-53.970184
-280.4246,77.27987,-28.633247,16.3939
-307.80618,55.26948,-31.320929,22.849585
-550.85657,92.78968,-29.691067,-36.592762
-248.73119,94.68266,-13.01742,28.683825
-284.2834,59.510902,-1.1951892,-18.4399
-456.26724,16.965319,-24.59678,0.95387655
-429.02582,56.239246,-9.585805,5.3602924
-569.14166,73.72793,1.2510604,-11.843983
-502.3435,91.146935,-8.313308,12.779503
-316.49243,76.06665,-50.808792,-35.979923
-270.91183,62.692654,-103.61041,-19.737083
-328.27563,52.276287,-15.440966,15.005681
-381.42258,-53.90803,-124.53148,-20.1552
-324.1818,67.96804,-30.893488,-20.292713
-251.937,123.82591,-55.31512,15.834176
-451.35333,39.901966,54.11703,29.583488
-320.09323,86.34421,-41.531303,3.3917527
-456.78424,20.052156,-7.5021358,27.727274
-293.44363,54.402935,-13.345774,32.78478
-166.14323,11.95974,-91.84578,15.618288
-447.11923,38.33283,51.924335,28.303225
-164.19704,66.00167,-18.526901,9.041269
-475.6055,56.604874,-13.390456,1.3667502
-267.2678,135.08182,-49.62545,14.140872
-433.04135,51.03777,52.943214,27.894644
-302.9275,49.54665,-23.62631,13.240283
-312.25464,114.67262,-28.714678,-1.6338516
-451.9889,48.324657,61.61678,29.866623
-163.39572,58.537254,-27.978838,-1.6979755
-334.3365,71.722,-59.37221,-9.771603
-475.96268,20.058233,-10.651214,26.439238
-210.70097,82.6779,-21.098192,-11.6583805
-338.44043,64.91337,11.546523,-6.2826276
-274.3087,74.814255,-49.836773,20.811335
-217.4436,140.98387,-53.142696,5.651911
-269.242,65.80329,-10.666009,14.962066
-211.6498,94.45694,-26.343767,21.056648
-424.47232,52.259743,-16.039186,-0.94998
-358.18515,57.463993,-64.096504,-12.668117
-235.50307,54.14844,-98.742256,-41.703526
-475.67267,94.42365,20.848347,17.199663
-304.85046,43.35489,11.066032,5.871494
-449.58893,39.758545,53.030853,27.464113
-248.8971,60.902977,-35.009975,-23.219952
-544.13257,85.65397,-2.015365,7.2386303
-126.2637,27.697569,-137.85283,-7.1597853
-407.90985,45.37954,44.168537,26.726173
-464.6099,36.786026,-89.920074,-7.9237
-270.4812,94.213455,-20.370596,-6.621016
-300.82455,80.03308,-8.521882,27.362694
-437.3969,73.65721,7.659946,12.775563
-289.55783,53.73927,-63.600803,-1.1525478
-322.3737,90.51194,-84.27995,14.234619
-288.53857,99.930725,-56.725353,28.584843
-181.64494,-59.938168,-5.772234,4.6334596
-469.86694,49.483376,-22.843615,8.701355
-147.45813,22.619888,-138.54973,-9.830746
-529.93994,94.332535,10.807264,9.061705
-244.73221,68.094086,-40.61513,18.278038
-351.5626,73.89669,-60.262115,-12.9950695
-163.37767,123.20541,-63.611095,-13.721786
-303.94604,56.635086,-24.990957,9.145712
-432.86398,48.5336,50.05092,26.08543
-362.00412,90.499275,-24.758978,-0.5928202
-313.9797,84.97572,-44.12691,10.608752
-417.64713,62.8974,-66.83563,-5.403757
-226.54306,-39.446793,-117.47178,6.6352534
-381.4949,107.2587,-11.012163,3.6846242
-251.38216,35.124405,-65.151825,-20.548008
-291.8105,-4.0420794,-70.25991,-5.137973
-454.97336,101.518845,-3.8634999,19.925228
-501.9635,28.21921,-79.98718,-4.375209
-339.46405,61.624504,-66.999405,-11.844494
-236.48091,51.47439,-47.847164,-23.94763
-358.8712,73.45773,20.621828,47.549152
-440.8476,105.86613,-42.13319,-11.309054
-436.9182,67.56612,-28.09216,-15.688183
-311.6711,34.683403,27.857212,34.429543
-458.10165,37.581818,4.644667,38.875984
-267.03812,89.3176,-27.979488,32.929714
-430.54218,144.53331,12.150618,13.720627
-525.3263,94.841644,10.33779,15.081035
-391.9869,36.912148,41.01195,31.62536
-167.22444,116.39914,-29.936806,28.634481
-430.2791,42.873802,44.59806,24.091078
-381.49255,-59.94982,-103.633995,-0.25028178
-216.1696,37.28389,-80.402214,-1.989128
-534.7009,15.975971,-25.362652,1.2323583
-466.99747,107.170456,13.193612,28.56594
-263.97818,77.06156,-22.369036,24.13117
-241.8201,134.50592,16.185791,18.443281
-327.50952,72.79521,-35.427635,-8.159996
-431.37027,109.79832,24.405483,32.745
-533.7772,52.2068,36.563972,-8.594557
-465.20023,127.2205,20.128313,26.455753
-462.46948,106.45708,10.609523,27.208933
-403.32968,63.560337,1.8796585,22.605421
-141.41617,53.4311,-6.7383094,27.333792
-440.84293,118.102425,3.8118503,21.094236
-372.21783,25.973185,-29.504202,-12.622308
-385.27426,61.526463,-12.323008,37.85735
-313.23477,-27.804836,-42.901615,-15.877133
-435.5082,60.769215,-9.472865,-0.88207436
-238.82744,16.05667,-46.809895,-45.962982
-474.10297,99.78822,23.825954,18.711235
-246.97205,128.44913,-19.341404,-0.96460277
-333.88242,67.64936,-65.319824,-7.8160815
-559.2918,68.026215,-29.564886,5.917269
-279.9226,66.1117,-22.768452,-13.302402
-447.3485,59.019676,3.9589214,15.79168
-554.98865,114.74661,-0.68860626,16.007267
-246.2623,92.15656,-31.619339,3.659324
-387.11285,59.388035,-57.38086,-11.818891
-307.8627,15.824739,-8.920242,-4.971617
-171.68465,83.69695,-49.246895,3.352723
-315.54315,80.81266,-34.517216,2.3384404
-417.74585,17.292715,-27.775791,2.1397212
-438.31824,118.874886,28.85895,32.932365
-413.33008,36.94378,-17.261723,-2.2223797
-367.37823,83.87851,-28.202068,18.146557
-402.5112,54.16647,-6.9544234,4.861513
-131.50706,68.67878,-132.36972,-5.3411617
-567.9568,34.996334,27.874819,2.580342
-262.55493,52.551395,8.397895,-19.081074
-446.35513,81.13611,1.0212649,13.905568
-455.08206,132.87593,20.555222,12.902156
-369.4068,39.782196,-41.984413,-6.021138
-333.07297,28.70303,-0.30435658,35.666584
-385.78275,89.76934,-19.768345,6.128703
-442.3314,49.727245,54.21377,26.406385
-290.42947,5.2992353,-9.194028,26.285925
-277.70288,55.192997,-45.459187,8.539904
-327.22034,63.185368,-39.769764,11.512285
-362.4231,38.48766,40.243538,34.506016
-357.1012,60.83047,-8.213289,2.3520153
-418.36746,37.519062,43.669502,27.102438
-154.1728,62.052338,-97.261696,-18.521593
-278.64755,86.94625,-11.945903,-8.372337
-443.54083,66.28177,2.760891,13.304902
-335.7975,64.93794,-43.77637,6.8564487
-448.0159,41.88474,51.936462,26.775578
-482.50745,113.99626,8.711726,31.698107
-353.00513,40.91703,-23.501467,-3.9248266
-377.19482,44.500797,-32.26859,-1.943492
-483.92255,76.52584,2.6902924,17.159937
-460.0878,74.27931,-8.380069,-5.0106997
-418.7896,45.30197,49.109257,28.757982
-621.2491,43.258327,-14.665559,12.990607
-420.07346,56.805042,-2.6987343,-13.870884
-350.87677,83.49616,-4.3218837,-7.369235
-280.98904,36.509163,-17.165691,-22.13401
-453.55347,43.277992,57.78932,29.70125
-183.44397,75.36774,-33.755856,-1.2170876
-317.9552,74.57525,-28.453932,31.317636
-192.54932,-66.43686,-3.5448644,2.8717027
-458.90164,73.20475,-24.01562,9.767283
-479.9539,116.18369,18.206854,5.587289
-450.73883,48.270016,59.71967,28.621763
-422.28317,67.893364,-15.612964,-7.531376
-365.23016,146.4469,-32.664783,32.317604
-270.24533,11.511356,-102.39829,29.21913
-51.105858,95.33792,-45.945133,14.087569
-194.63235,-2.6554823,-20.089674,1.5204254
-234.87135,61.606358,-11.226714,16.756863
-469.03513,93.94327,3.5281048,29.351068
-247.75015,87.43233,-37.617374,-1.3976228
-434.08096,58.808064,-40.768555,20.958042
-419.89902,45.00645,49.73273,29.020592
-345.00677,69.89575,-56.398144,-8.920104
-242.49411,4.3691397,-56.485374,-4.2307186
-363.29474,80.86937,-36.194622,6.3732667
-295.6796,-6.664068,-58.962597,2.558014
-452.13782,41.11729,54.303368,27.531616
-251.77168,40.04189,-63.59953,-29.170847
-433.02805,48.564983,50.126377,26.149054
-440.6457,43.577995,47.546513,24.183233
-280.98148,84.53701,-105.17406,-4.636338
-371.30295,57.675453,-40.083458,24.181557
-394.10675,49.16982,37.658283,22.69344
-430.4969,52.448616,12.050676,-0.8508778
-213.80331,56.773067,-123.5279,24.271595
-259.40393,93.70194,-82.07469,-14.981751
-336.44864,119.57226,-15.829721,-10.27416
-358.6609,90.076324,81.0516,25.855356
-464.1408,107.32449,-6.3178797,26.412256
-319.168,58.438866,-54.858524,-15.071233
-389.14163,61.9487,-72.334816,-17.215265
-330.95172,52.25963,-8.3652,13.0952
-419.8518,77.52205,16.081121,-0.7190704
-198.29959,61.720123,-67.579155,-13.594814
-273.3338,53.627132,-54.480087,-23.11265
-216.6152,117.35943,-51.406048,9.38899
-103.43962,71.65093,-54.909473,9.8078575
-436.09036,114.85992,11.242292,10.942208
-299.71,30.874613,36.1664,28.70935
-360.7807,48.883926,-63.869015,-2.6897874
-400.3013,122.04429,-1.7743897,23.126095
-277.08627,25.111086,-53.240322,-9.847052
-394.80838,53.962227,-30.679668,-11.429716
-222.50291,104.11748,-43.768745,-11.43194
-235.33179,126.95033,-47.448513,16.989798
-396.861,49.435394,38.86704,22.274443
-324.4122,26.384111,-37.20783,2.1001232
-437.36588,54.152027,-31.51287,-0.41111955
-497.8676,31.255777,-36.313072,2.638211
