0,1,2,3,4
-178.20949,130.9189,-59.41956,-11.847792,-27.107222
-451.44598,49.45501,62.106396,29.829254,32.645046
-257.43884,77.50339,-79.41955,4.0498276,-21.187817
-471.19363,101.47061,-18.843739,34.25019,-8.398811
-568.5968,27.407892,-10.140217,30.64599,0.54137546
-221.81444,124.85163,-48.375668,4.56712,-13.81841
-348.8213,72.86992,-74.83355,26.219604,-41.257904
-232.72954,47.008434,-22.697046,-0.12663366,-20.68697
-352.8936,37.43617,-2.0908291,21.803007,-15.684359
-266.95648,139.18376,-47.704865,17.796932,-4.611863
-143.07927,81.39705,-54.208122,-23.088692,-26.919031
-302.65042,62.584957,-60.92085,-14.716209,-16.080694
-270.19986,87.92926,-24.187063,-6.8596797,-38.870544
-413.65823,113.62229,23.200672,-7.146102,16.298643
-507.99246,77.46486,-2.2280064,15.314279,3.3125083
-246.45605,13.575401,-33.726807,4.5263762,-43.472713
-267.32275,130.36226,-39.181866,20.064157,-9.684264
-341.4637,155.69427,-4.3633733,17.516407,11.37524
-314.27783,75.4839,-59.35979,-6.1948366,-21.417513
-232.3034,81.53669,-68.18382,-25.742147,-57.238117
-475.00586,72.3219,-27.70275,-1.4481006,1.452458
-325.84137,63.667336,-24.821117,-4.5672274,-21.061094
-391.57498,46.088543,-46.575035,0.27072933,-19.577074
-355.9776,86.053986,-41.4785,0.11679589,23.910887
-164.80827,101.902084,-52.71396,-25.10101,-34.24581
-286.8815,47.208324,-9.309177,-7.261679,7.493914
-247.23518,44.586807,-43.82163,12.290404,-10.871638
-265.79224,63.56935,-51.66125,-39.20066,-32.766823
-280.10617,-6.834228,-101.020645,-11.969074,6.1744576
-205.39131,48.761337,-94.31764,-28.928745,-33.875973
-243.59459,98.26463,-40.77453,3.9873283,-1.4434892
-295.32535,82.14724,-54.850266,17.70919,-8.565186
-227.10445,50.359055,-130.1277,-53.970184,-63.603405
-280.4246,77.27987,-28.633247,16.3939,-22.752825
-307.80618,55.26948,-31.320929,22.849585,-12.086265
-550.85657,92.78968,-29.691067,-36.592762,-7.286703
-248.73119,94.68266,-13.01742,28.683825,-5.208193
-284.2834,59.510902,-1.1951892,-18.4399,21.061382
-456.26724,16.965319,-24.59678,0.95387655,-12.8199625
-429.02582,56.239246,-9.585805,5.3602924,5.0333934
-569.14166,73.72793,1.2510604,-11.843983,10.702225
-502.3435,91.146935,-8.313308,12.779503,-12.8911915
-316.49243,76.06665,-50.808792,-35.979923,-38.739674
-270.91183,62.692654,-103.61041,-19.737083,-35.129044
-328.27563,52.276287,-15.440966,15.005681,-3.6229937
-381.42258,-53.90803,-124.53148,-20.1552,-12.66574
-324.1818,67.96804,-30.893488,-20.292713,-16.043678
-251.937,123.82591,-55.31512,15.834176,-15.112613
-451.35333,39.901966,54.11703,29.583488,37.39188
-320.09323,86.34421,-41.531303,3.3917527,2.4459224
-456.78424,20.052156,-7.5021358,27.727274,-4.142539
-293.44363,54.402935,-13.345774,32.78478,-11.769372
-166.14323,11.95974,-91.84578,15.618288,-18.75296
-447.11923,38.33283,51.924335,28.303225,35.360477
-164.19704,66.00167,-18.526901,9.041269,-8.012774
-475.6055,56.604874,-13.390456,1.3667502,-0.16749781
-267.2678,135.08182,-49.62545,14.140872,-13.278774
-433.04135,51.03777,52.943214,27.894644,33.06041
-302.9275,49.54665,-23.62631,13.240283,-5.3328547
-312.25464,114.67262,-28.714678,-1.6338516,-11.94953
-451.9889,48.324657,61.61678,29.866623,32.75938
-163.39572,58.537254,-27.978838,-1.6979755,-21.107283
-334.3365,71.722,-59.37221,-9.771603,-6.7321634
-475.96268,20.058233,-10.651214,26.439238,11.215971
-210.70097,82.6779,-21.098192,-11.6583805,-34.09442
-338.44043,64.91337,11.546523,-6.2826276,-8.033229
-274.3087,74.814255,-49.836773,20.811335,-49.719856
-217.4436,140.98387,-53.142696,5.651911,-10.897419
-269.242,65.80329,-10.666009,14.962066,-39.574425
-211.6498,94.45694,-26.343767,21.056648,-10.346952
-424.47232,52.259743,-16.039186,-0.94998,-19.115961
-358.18515,57.463993,-64.096504,-12.668117,-10.879956
-235.50307,54.14844,-98.742256,-41.703526,-22.422127
-475.67267,94.42365,20.848347,17.199663,8.919829
-304.85046,43.35489,11.066032,5.871494,1.5439894
-449.58893,39.758545,53.030853,27.464113,35.42162
-248.8971,60.902977,-35.009975,-23.219952,-20.325968
-544.13257,85.65397,-2.015365,7.2386303,-9.599809
-126.2637,27.697569,-137.85283,-7.1597853,18.385647
-407.90985,45.37954,44.168537,26.726173,29.763815
-464.6099,36.786026,-89.920074,-7.9237,-13.462789
-270.4812,94.213455,-20.370596,-6.621016,9.688173
-300.82455,80.03308,-8.521882,27.362694,28.346535
-437.3969,73.65721,7.659946,12.775563,13.288204
-289.55783,53.73927,-63.600803,-1.1525478,-28.032629
-322.3737,90.51194,-84.27995,14.234619,-19.23465
-288.53857,99.930725,-56.725353,28.584843,-31.9529
-181.64494,-59.938168,-5.772234,4.6334596,11.21354
-469.86694,49.483376,-22.843615,8.701355,6.0303917
-147.45813,22.619888,-138.54973,-9.830746,-22.460775
-529.93994,94.332535,10.807264,9.061705,7.532051
-244.73221,68.094086,-40.61513,18.278038,-1.618814
